"Suggested citation: CSIS IFI COVID-19 Response Tracker, CSIS Economics Program, Last Updated October 19, 2020",,,,,,,,,,,,,,,,,,,,,,,
"Note: CSIS methodology for estimating disbursements assumes full disbursement of emergency financing instruments as indicated by the financing institutions themselves. In the case of IMF and RFA lending, disbursements are based on press releases and correspond to actual disbursement schedules. However, disbursement schedules from other official sources, including many MDB operations, are often not included in public press announcements. For purposes of this dataset, we assume full disbursement of such operations, which likely results in an overestimation of MDB disbursements.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Institution,Date,Institution Type,Type,Guarantee?,Institutional Commitment ($M),Approved Value ($M),Disbursed Value ($M),Country/Recipient,Region,GDP per capita (nominal),GDP per capita (PPP),Income group,Sector,Green,Description,Link,,,,,,,
WB,5.13.2020,MDB,Covid,,,100,100,Nigeria,Africa,2229.858696,5348.339797,Lower middle income,General,,"The proposed investment consists of a one-year, renewable unsecured senior loan of up to US$100 million to Zenith Bank Plc (ÒZenithÓ or ÒBankÓ) under the FIG COVID-19 Emergency Response Working Capital Solutions Envelope (WCS Envelope). The WCS Envelope is designed to provide funding to existing IFC client banks in emerging markets that will then extend new trade-related or working capital loans to companies whose cash flows have been disrupted by the global outbreak of the coronavirus pandemic. The WCS facility will support the Bank in increasing its lending to FMCG companies importing raw materials, petroleum products, goods and commodities traders, corporates and Small and Medium Enterprises.",https://disclosures.ifc.org/#/projectDetail/SII/43988,,,,,,,
WB,5.13.2020,MDB,Covid,,,8.4,8.4,Tonga,Africa,..,..,Upper middle income,General,,"The World BankÕs Board of Executive Directors has approved a US$5.5 million operation for Tonga to strengthen public financial management, enhance TongaÕs resilience to the effects of climate change, and improve access to skills training and both domestic and international labor opportunities. In addition, a further US$2.9 million in World Bank support has been made available for TongaÕs COVID-19 response to support health-sector preparedness and to purchase critical health equipment, including personal protective equipment (PPEs) for health workers, together with ventilators, monitors and other equipment.",https://www.worldbank.org/en/news/press-release/2020/05/13/tonga-us8-4-million-to-strengthen-resilience-and-fight-covid-19,,,,,,,
WB,5.12.2020,MDB,Covid,,,,33.6,Iraq,Middle East,5955.10901,11332.14147,Upper middle income,Health,,"In response to the COVID-19 outbreak in Iraq, the World Bank has recently approved the re-allocation of U$33.6 million under the current Emergency Operation for Development Project (EODP-US$750 million) to support the Ministry of HealthÕs efforts in preventing, detecting, and responding to the COVID-19 pandemic.",https://www.worldbank.org/en/news/press-release/2020/05/12/world-bank-deploys-us336-million-in-emergency-response-to-help-iraq-face-the-coronavirus-outbreak,,,,,,,
WB,5.12.2020,MDB,Covid,,,14.8,14.8,Bhutan,Asia/Oceania,..,..,Lower middle income,General,,14.8 million to support the Royal Government of Bhutan in enhancing its technical and institutional capacity to manage the risk of climate change and natural disasters including disease outbreaks.,https://www.worldbank.org/en/news/loans-credits/2020/05/12/bhutan-development-policy-financing-with-catastrophe-deferred-drawdown,,,,,,,
WB,5.8.2020,MDB,Covid,,,170,170,Bolivia,Americas,3552.068762,9086.060696,Lower middle income,Health,,"Through the restructuring of the Healthcare Service Network Project requested by BoliviaÕs Ministry of Development Planning, the World Bank has made US$170 million immediately available to strengthen the capacity of the healthcare systemÕs response to the Covid-19 pandemic.",https://www.worldbank.org/en/news/press-release/2020/05/08/el-banco-mundial-apoya-con-us170-millones-la-respuesta-a-la-emergencia-por-el-covid-19-en-bolivia,,,,,,,
WB,5.7.2020,MDB,Covid,,,506,6,Ecuador,Americas,6183.823825,11846.78056,Upper middle income,General,,The World Bank Board of Directors today approved a flexible US$500 million loan to help cover the countryÕs budget needs during the Covid-19 emergency and to promote economic recovery.,https://www.worldbank.org/en/news/press-release/2020/05/07/ecuador-obtains-us506-million-from-the-world-bank-to-strengthen-its-covid-19-response-and-stimulate-the-economy,,,,,,,
WB,5.7.2020,MDB,Covid,,,400,400,Afghanistan,Asia/Oceania,502.1154869,2293.551684,Low income,General,,"The World Bank Board of Executive Directors today approved a $400 million grant to help Afghanistan sustain the pace of key economic and public finance reforms, and support the country to manage current risks and uncertainties compounded by the COVID-19 crisis.",https://www.worldbank.org/en/news/press-release/2020/05/07/world-bank-approves-400-million-to-sustain-afghanistans-reform-momentum-mitigate-covid-19-crisis,,,,,,,
WB,5.7.2020,MDB,Covid,,,5.1,5.1,Solomon Islands,Asia/Oceania,2127.538508,2465.520643,Lower middle income,General,,"This assistance, which was first planned before the COVID-19 pandemic, has been increased after a request from the government (from US$9.9 million to US$15 million) to better enable the government to meet the challenges of COVID-19Õs anticipated impact on economic growth and government revenue.",https://www.worldbank.org/en/news/press-release/2020/05/07/new-us15-million-operation-to-build-sustainable-growth-in-solomon-islands,,,,,,,
WB,5.6.2020,MDB,Covid,,,50,50,Nigeria,Africa,2229.858696,5348.339797,Lower middle income,General,,"The proposed investment consists of a one-year, renewable unsecured senior loan of up to US$50 million to First City Monument Bank Limited (ÒFCMBÓ or ÒBankÓ) under the FIG COVID-19 Emergency Response Working Capital Solutions Envelope (WCS Envelope). The WCS Envelope is designed to provide funding to existing IFC client banks in emerging markets that will then extend new trade-related or working capital loans to companies whose cash flows have been disrupted by the global outbreak of the coronavirus pandemic. The WCS facility will support the Bank in increasing its lending to FMCG companies importing raw materials, petroleum products, goods and commodities traders, corporates and Small and Medium Enterprises.",https://disclosures.ifc.org/#/projectDetail/SII/44091,,,,,,,
WB,5.5.2020,MDB,Covid,,,,0.412,Suriname,Americas,6854.906561,17005.42675,Upper middle income,Health,,"The World Bank provided US$412,000 to Suriname to purchase essential medical supplies for the countryÕs emergency response to the COVID-19 (coronavirus) pandemic.",https://www.worldbank.org/en/news/press-release/2020/05/05/world-bank-supports-covid-19-medical-response-in-suriname,,,,,,,
WB,5.5.2020,MDB,Covid,,,35,35,Cote d'Ivoire,Africa,2286.162777,5455.360012,Lower middle income,Health,,The World Bank and the Government of C™te dÕIvoire signed today a $35 million credit agreement from the International Development Association (IDA)* to scale up efforts to combat the COVID-19 pandemic (Coronavirus) in the country.,https://www.worldbank.org/en/news/press-release/2020/05/05/cote-divoire-un-financement-additionnel-de-35-millions-pour-lutter-contre-le-coronavirus,,,,,,,
WB,5.1.2020,MDB,Covid,,,100,100,Rwanda,Africa,801.656187,2318.48623,Low income,General,,"The World Bank today approved a $100 million International Development Association (IDA)* supplemental financing for the Third Rwanda Energy Sector Development Policy Operation (DPO). The first operation was approved by the World BankÕs Board on August 29, 2019.",https://www.worldbank.org/en/news/press-release/2020/05/01/world-bank-provides-its-second-support-to-rwandas-covid19-response,,,,,,,
WB,4.30.2020,MDB,Covid,Yes,,400,,,Global,#NV,#NV,#NV,General,,IFC as implementing entity of the IDA Private Sector Window Blended Finance Facility (IDA PSW BFF) is expected to support IFC with two unfunded guarantee products of up to US$400 million under Global Trade Finance Program (GTFP - https://disclosures.ifc.org/#/projectDetail/SPI/23898): (i) pooled first loss (FL) of up to US$150 million and (ii) revolving limit enhancement (LE) of US$250 million that is expected to help GTFP leverage at least US$1 billion in trade finance in IDA PSW eligible countries. The indicative size of each component may change depending on market needs.,https://disclosures.ifc.org/#/projectDetail/SII/44011,,,,,,,
WB,4.30.2020,MDB,Covid,,,200,200,Uzbekistan,Asia/Oceania,1724.841134,7288.765626,Lower middle income,General,,"The World BankÕs Board of Executive Directors approved today $200 million in additional development policy financing to support UzbekistanÕs ongoing health, social, and economic policy responses to the crisis caused by the COVID-19 pandemic.",https://www.worldbank.org/en/news/press-release/2020/04/30/uzbekistans-covid-19-response-gets-additional-financial-boost-from-world-bank,,,,,,,
WB,4.30.2020,MDB,Covid,,,98.5,152.5,North Macedonia,Eurasia,6093.14769,17814.86118,Upper middle income,General,,"The World Bank today approved EUR 90 million (US$ 98.5 million equivalent) of financing to support North MacedoniaÕs efforts to prevent, detect and respond to the threat posed by COVID-19, strengthen national systems for public health preparedness, and help mitigate some of the social consequences of the pandemic.",https://www.worldbank.org/en/news/press-release/2020/04/30/world-bank-supports-north-macedonia-in-managing-and-mitigating-the-impact-of-covid-19-coronavirus,,,,,,,
WB,4.30.2020,MDB,Covid,,,50,50,Ukraine,Eurasia,3659.031312,13341.21052,Lower middle income,General,,"The World BankÕs Board of Executive Directors approved today $150 million in Additional Financing for the Social Safety Nets Modernization Project, to enhance and improve social assistance for low-income families in Ukraine. $50 million of this additional financing will be used as part of UkraineÕs emergency response to the COVID-19 (coronavirus) pandemic.",https://www.worldbank.org/en/news/press-release/2020/04/30/world-bank-steps-up-support-to-ukraine-to-help-protect-poorest-most-vulnerable,,,,,,,
WB,4.30.2020,MDB,Covid,,,21.15,21.15,Burkina Faso,Africa,774.8396902,2280.380037,Low income,Health,,"The World Bank today approved $21.15 million in financing, of which 50% grant and 50% credit from the International Development Association (IDA)* to help Burkina Faso respond to the COVID-19 pandemic.",https://www.worldbank.org/en/news/press-release/2020/04/30/burkina-faso-la-banque-mondiale-approuve-un-financement-de-21-15-millions-de-dollars-pour-lutter-contre-le-coronavirus,,,,,,,
WB,4.30.2020,MDB,Covid,,,20,35,Tunisia,Africa,3317.541013,11201.34376,Lower middle income,Health,,"The World Bank today approved a new $20 million project to support TunisiaÕs response to the COVID-19 pandemic, focusing on strengthening the health sectorÕs response capacity. The new project, approved under the World BankÕs COVID-19 fast track facility, complements an earlier allocation of US$15 million, which was made available in early April for emergency health expenditures by using funds from an existing project, the Irrigation Agriculture Intensification Project in Tunisia.",https://www.worldbank.org/en/news/press-release/2020/04/30/world-bank-makes-us35-million-available-to-support-tunisia-through-coronavirus-covid-19-crisis,,,,,,,
WB,4.30.2020,MDB,Covid,,,11.2,11.2,Tunisia,Africa,3317.541013,11201.34376,Lower middle income,General,,"The proposed investment consists of a EUR10 million senior loan to Boudjebel S.A. VACPA, a Tunisian date processor and exporter in Tunisia (ÒVACPAÓ or the ÒCompanyÓ) to be committed in two tranches. IFCÕs first tranche will finance much needed working capital to support CompanyÕs operations during the COVID-19 crisis and the second tranche will be used to (i) establish a production unit for date juice concentrate and (ii) upgrade its existing processing unit and (iii) upgrade supply chain improvement program (PASA), (the ÒProjectÓ).",https://disclosures.ifc.org/#/projectDetail/SII/42698,,,,,,,
WB,4.30.2020,MDB,Covid,,,10.5,10.5,St. Lucia,Americas,11611.41545,16089.06767,Upper middle income,General,,Saint Lucia will benefit from US$10.5 million activated from World Bank projects to support the countryÕs COVID-19 response. This financing will strengthen Saint LuciaÕs efforts to address the health and economic impacts of the pandemic.,https://www.worldbank.org/en/news/press-release/2020/04/30/world-bank-provides-us105-million-to-saint-lucia-for-covid-19-response,,,,,,,
WB,4.29.2020,MDB,Covid,,,80,80,Georgia,Eurasia,4769.186543,15636.55376,Upper middle income,General,,The World Bank will provide $80 million in financial support to Georgia to help the governmentÕs efforts to mitigate and address the health and social impacts of the COVID-19 pandemic. This support is being provided under the World BankÕs Fast Track Covid-19 Facility. The World Bank is also collaborating with the Asian Infrastructure Investment Bank to provide an additional $100 million under a joint co-finance arrangement.,https://www.worldbank.org/en/news/press-release/2020/04/29/world-bank-pledges-80-million-to-support-georgias-response-to-covid-19-pandemic,,,,,,,
WB,4.29.2020,MDB,Covid,,,12,12,Jordan,Middle East,4330.329346,10316.60909,Upper middle income,General,,The purpose of the investment package is to help the Company weather the liquidity pressure it is facing as a result of the COVID-19 outbreak. The proposed investment would strengthen the financial structure of Luminus and support its growth in Jordan during the time of COVID-19 crisis (the Project).,https://disclosures.ifc.org/#/projectDetail/SII/43231,,,,,,,
WB,4.29.2020,MDB,Covid,,,8.1,8.1,Togo,Africa,675.5422133,1662.072345,Low income,Health,,"The COVID-19 Emergency Response Project will help the Government of Togo strengthen epidemiological surveillance, early detection, and confirmation of cases. It has just stepped up the work underway in the context of the Regional Disease Surveillance Systems Enhancement (REDISSE) Project.",https://www.worldbank.org/en/news/press-release/2020/04/29/togo-receives-8-1-million-to-combat-the-coronavirus,,,,,,,
WB,4.28.2020,MDB,Covid,,,273,273,"Togo, Benin, Burkina Faso and Niger",Africa,#NV,#NV,#NV,General,,"The World Bank approved today $273 million in International Development Association (IDA)* financing for Togo, Benin, Burkina Faso and Niger to facilitate access to services for millions of people, especially women and the poorest segments of society.",https://www.worldbank.org/en/news/press-release/2020/04/28/togo-benin-burkina-faso-and-niger-join-west-africa-regional-identification-program-to-help-millions-of-people-access-services,,,,,,,
WB,4.28.2020,MDB,Covid,,,40,40,South Sudan,Africa,..,..,Low income,General,,The World BankÕs Board of Executive Directors today approved a $40 million International Development Association (IDA*) grant for the benefit of the people of South Sudan.,https://www.worldbank.org/en/news/press-release/2020/04/28/south-sudan-to-benefit-from-world-bank-support-for-social-safety-net,,,,,,,
WB,4.28.2020,MDB,Covid,,,20,20,Jordan,Middle East,4330.329346,10316.60909,Upper middle income,Health,,"The World Bank approved today a US$20 million project to help Jordan face the health impacts of the COVID-19 outbreak. The new COVID-19 Emergency Response project will support the Ministry of HealthÕs efforts in preventing, detecting and responding to the threat posed by the pandemic and strengthen public health preparedness.",https://www.worldbank.org/en/news/press-release/2020/04/28/us20-million-in-emergency-response-to-help-jordan-respond-to-the-corona-virus-pandemic,,,,,,,
WB,4.28.2020,MDB,Covid,,,16.9,16.9,Chad,Africa,709.5403101,1645.094153,Low income,Health,,The World Bank has approved a $16.9 million grant (approximately CFAF 10.2 billion) from the International Development Association (IDA)* to help Chad address the health challenge posed by the COVID-19 epidemic (coronavirus).,https://www.worldbank.org/en/news/press-release/2020/04/28/world-bank-provides-16-9-million-for-coronavirus-pandemic-response-in-chad,,,,,,,
WB,4.28.2020,MDB,Covid,,,10.4,40,Benin,Africa,1219.432672,3423.551727,Lower middle income,Health,,The World Bank today approved additional financing of $10.4 million from the International Development Association (IDA)* to support Benin's efforts to fight COVID-19 (coronavirus) and help the country respond to public health emergencies.,https://www.worldbank.org/en/news/press-release/2020/04/28/benin-an-additional-10-4-million-to-fight-coronavirus,,,,,,,
WB,4.27.2020,MDB,Covid,,,195.84,195.84,64 poor countries,Global,#NV,#NV,Low income,Health,,"The Steering Body of the Pandemic Emergency Financing Facility (PEF) announced today the allocation of US$195.84 million to 64 of the worldÕs poorest countries with reported cases of COVID-19. Special attention will be given to areas with the most vulnerable populations, especially in fragile and conflict-affected countries. The funds will provide additional support to these countries in their COVID-19 response, including essential and critical lifesaving medical equipment, personal protective equipment, therapeutics and medicine, and support for health workers on the frontlines of the crisis.",https://www.worldbank.org/en/news/press-release/2020/04/27/pef-allocates-us195-million-to-more-than-60-low-income-countries-to-fight-covid-19,,,,,,,
WB,4.27.2020,MDB,Covid,,,135,135,Ukraine,Eurasia,3659.031312,13341.21052,Lower middle income,Health,,"The World BankÕs Board of Executive Directors approved today $135 million in Additional Financing for the Serving People, Improving Health Project, to scale-up UkraineÕs health sector response to the COVID-19 pandemic. The project will also help fund peopleÕs medical needs, from the state budget, and provide $35 million for COVID-19 emergency response activities.",https://www.worldbank.org/en/news/press-release/2020/04/27/world-bank-continues-support-to-ukraines-healthcare-reform-boosting-its-covid-19-response,,,,,,,
WB,4.27.2020,MDB,Covid,,,40,40,Bhutan,Asia/Oceania,..,..,Lower middle income,General,,The Royal Government of Bhutan and the World Bank today signed a $40 million budget support loan agreement to help Bhutan undertake a comprehensive reform program to enhance its fiscal management and realize its development goals.,https://www.worldbank.org/en/news/press-release/2020/04/27/world-bank-provides-40-million-to-improve-fiscal-policies-boost-jobs-in-bhutan,,,,,,,
WB,4.27.2020,MDB,Covid,,,10,10,Vanuatu,Asia/Oceania,3058.065675,3273.914944,Lower middle income,Health,,The World Bank has delivered US$10 million (VUV1.2b) in emergency funding to Vanuatu to support the countryÕs response to the combined impacts of the global COVID-19 (coronavirus) pandemic and Tropical Cyclone Harold.,https://www.worldbank.org/en/news/press-release/2020/04/27/us10m-emergency-world-bank-funding-for-vanuatu,,,,,,,
WB,4.27.2020,MDB,Covid,,,5,5,Bhutan,Asia/Oceania,..,..,Lower middle income,Health,,"The Royal Government of Bhutan and the World Bank today signed a fast-track $5 million COVID-19 Emergency Response and Health Systems Preparedness Project to help Bhutan prevent, detect, and respond to the COVID-19 pandemic and strengthen its public health preparedness.",https://www.worldbank.org/en/news/press-release/2020/04/16/world-bank-fast-tracks-5-million-for-bhutans-covid-19-coronavirus-response,,,,,,,
WB,4.27.2020,MDB,Covid,,,2.9,2.9,Samoa,Asia/Oceania,4315.920675,6787.131426,Upper middle income,Health,,"The project development objective is to prevent, detect and respond to the threat posed by COVID-19 in Samoa and to strengthen national systems for public health preparedness.",https://www.worldbank.org/en/news/loans-credits/2020/04/27/samoa-covid-19-coronavirus-emergency-response-project,,,,,,,
WB,4.24.2020,MDB,Covid,,,100,100,Turkey,Middle East,9042.492983,27875.19325,Upper middle income,General,,The World Bank approved today a $100 million loan to the Republic of Turkey for an Emergency COVID-19 Health Operation to support the actions Turkey is taking to respond to the health impact of COVID-19 pandemic.,https://www.worldbank.org/en/news/press-release/2020/04/24/world-bank-support-will-help-turkeys-health-system-better-respond-to-covid-19-pandemic,,,,,,,
WB,4.24.2020,MDB,Covid,,,95,95,Uzbekistan,Asia/Oceania,1724.841134,7288.765626,Lower middle income,General,,The World Bank approved today a $95 million financing package to support UzbekistanÕs immediate response to the impacts of COVID-19 on the health and well-being of its citizens.,https://www.worldbank.org/en/news/press-release/2020/04/24/uzbekistan-to-receive-world-bank-emergency-financing-to-combat-covid-19,,,,,,,
WB,4.24.2020,MDB,Covid,,,57.5,57.5,Moldova,Eurasia,4498.52085,13574.05143,Lower middle income,General,,The World Bank approved today a EUR 52.9 million loan from the International Development Association (IDA) to the Republic of Moldova for an Emergency COVID-19 Operation. The project will help Moldova take effective and timely action to respond to the COVID-19 pandemic by strengthening the countryÕs national healthcare system and mitigating social risks.,https://www.worldbank.org/en/news/press-release/2020/04/24/world-bank-support-will-help-moldova-better-respond-to-covid-19-pandemic,,,,,,,
WB,4.24.2020,MDB,Covid,,,36.2,36.2,Bosnia and Herzegovina,Eurasia,6073.265203,15791.67474,Upper middle income,Health,,"The World Bank today approved US$ 36.2 million (66 million KM) financing for Bosnia and Herzegovina (BiH) to help the country prevent, detect and respond to the COVIDÐ19 (Coronavirus) pandemic. The financing covers a range of interventions to strengthen public health services and to safeguard lives and livelihoods overall.",https://www.worldbank.org/en/news/press-release/2020/04/24/world-bank-supporting-bosnia-and-herzegovina-to-combat-health-and-social-impacts-of-covid-19-pandemic,,,,,,,
WB,4.24.2020,MDB,Covid,,,3.4,3.4,Samoa,Asia/Oceania,4315.920675,6787.131426,Upper middle income,Health,,The World Bank has approved funding of US$3.4 million to further support SamoaÕs efforts to combat the COVID-19 (coronavirus) pandemic.,https://www.worldbank.org/en/news/press-release/2020/04/24/world-bank-provides-additional-3-4-million-for-samoas-fight-against-covid-19,,,,,,,
WB,4.23.2020,MDB,Covid,,,,9.5,Haiti,Americas,754.5879177,1800.564561,Low income,General,,The World Bank activated US$9.5 million on April 23 to provide immediate funding for HaitiÕs agriculture sector to support food security in the context of the COVID-19 pandemic.,https://www.worldbank.org/en/news/press-release/2020/05/12/world-bank-provides-95-million-to-support-haitis-food-security-during-covid-19-pandemic,,,,,,,
WB,4.23.2020,MDB,Covid,,,100,100,Philippines,Asia/Oceania,3485.084218,9277.374369,Lower middle income,Health,,"The project, which will be implemented by the Department of Health (DOH), will help strengthen the essential healthcare delivery system for critical medical services in the face of increased demand in the coming months.",https://www.worldbank.org/en/news/press-release/2020/04/23/philippines-world-bank-approves-usd100m-to-support-covid-19-emergency-response,,,,,,,
WB,4.23.2020,MDB,Covid,,,11.3,11.3,Republic of the Congo,Africa,2011.072399,3434.755675,Lower middle income,Health,,"The COVID-19 emergency response project has been launched to respond to the Congolese people's public health needs and step up government prevention, disease surveillance, and early case detection and confirmation action. This support will build screening and treatment capacities and health system preparedness and response, prioritizing cities hardest hit by the virus. The project will also scale up the national information campaign to slow the spread of the virus.",https://www.worldbank.org/en/news/press-release/2020/04/23/the-world-bank-provides-113-million-to-support-the-republic-of-the-congos-response-to-the-coronavirus-pandemic,,,,,,,
WB,4.23.2020,MDB,Covid,,,7.5,7.5,Central African Republic,Africa,467.9074406,984.0280497,Low income,Health,,The COVID-19 Preparedness and Response Project will provide immediate support to the Central African Republic to prevent the spread of COVID-19 through containment strategies and by strengthening the public health emergency response for a potential outbreak.,https://www.worldbank.org/en/news/press-release/2020/04/23/the-central-african-republic-to-strengthen-preparedness-and-response-to-coronavirus,,,,,,,
WB,4.21.2020,MDB,Covid,,,,4.5,St. Vincent and the Grenadines,Americas,7463.537831,12982.89639,Upper middle income,Health,,"The World Bank activated US$4.5 million on April 17 to provide immediate funding for Saint Vincent and the GrenadinesÕ response to the COVID-19 (coronavirus) pandemic, aimed at strengthening the capacity of the health system.",https://www.worldbank.org/en/news/press-release/2020/04/21/world-bank-provides-45-million-to-support-saint-vincent-and-the-grenadines-covid-19-emergency-response,,,,,,,
WB,4.20.2020,MDB,Covid,,,,6.6,Dominica,Americas,8300.375074,12659.34451,Upper middle income,Health,,"The World Bank activated on April 15 US$6.6 million to provide immediate funding for DominicaÕs emergency response to the COVID-19 (coronavirus) pandemic, focusing on enhancing health system capacity and strengthening food security.",https://www.worldbank.org/en/news/press-release/2020/04/20/world-bank-to-strengthen-dominicas-covid-19-response-with-us66-million,,,,,,,
WB,4.20.2020,MDB,Covid,,,50,50,Myanmar,Asia/Oceania,1407.813143,5355.27019,Lower middle income,Health,,"The project primarily focuses on upscaling of Intensive Care Units (ICU) at selected hospitals, along with capacity building of health staff and officials, and community engagement activities throughout the country.",https://www.worldbank.org/en/news/press-release/2020/04/20/myanmar-50-million-in-fast-track-financing-for-national-covid-19-coronavirus-emergency-response,,,,,,,
WB,4.20.2020,MDB,Covid,,,6,6,Eswatini,Africa,3837.026994,9048.178922,Lower middle income,Health,,"To assist the Kingdom of Eswatini in its efforts to prevent, detect and respond to the threat posed by COVID-19, the World Bank Group today approved $6 million in health emergency funding for a project that will help strengthen the countryÕs health system preparedness to respond to this and potential future emergencies.",https://www.worldbank.org/en/news/press-release/2020/04/20/world-bank-group-provides-financing-to-eswatini-for-covid-19,,,,,,,
WB,4.17.2020,MDB,Covid,,,20,20,El Salvador,Americas,4187.250031,9139.706334,Lower middle income,Health,,"The World Bank approved two loans of US$20 million each to support El Salvador and HondurasÕ immediate response to the COVID-19 (coronavirus) pandemic. These projects, prepared in an expedited manner, will allow both countries to invest in laboratory and hospital equipment, including ventilators, respirators, beds and special equipment for intensive care units and supplies for the protection of health care personnel, among others.",https://www.worldbank.org/en/news/press-release/2020/04/16/el-salvador-y-honduras-recibiran-apoyo-del-banco-mundial-para-fortalecer-su-respuesta-al-covid-19-coronavirus,,,,,,,
WB,4.17.2020,MDB,Covid,,,20,20,Honduras,Americas,2574.912191,5965.368819,Lower middle income,Health,,"The World Bank approved two loans of US$20 million each to support El Salvador and HondurasÕ immediate response to the COVID-19 (coronavirus) pandemic. These projects, prepared in an expedited manner, will allow both countries to invest in laboratory and hospital equipment, including ventilators, respirators, beds and special equipment for intensive care units and supplies for the protection of health care personnel, among others.",https://www.worldbank.org/en/news/press-release/2020/04/16/el-salvador-y-honduras-recibiran-apoyo-del-banco-mundial-para-fortalecer-su-respuesta-al-covid-19-coronavirus,,,,,,,
WB,4.17.2020,MDB,Covid,,,2.5,2.5,Marshall Islands,Asia/Oceania,..,..,Upper middle income,Health,,"To date, Marshall Islands remains one of the few countries without a confirmed COVID-19 case. However, the country remains at moderate to high risk due to usually frequent travel to affected areas of the United States. Due to this risk, the emergency response project will initially focus on supporting prevention and preparedness and will support the Ministry of Health and Human Services and the National Disaster Committee to implement their coronavirus response plan.",https://www.worldbank.org/en/news/press-release/2020/04/20/world-bank-support-for-marshall-islands-covid-19-response,,,,,,,
WB,4.15.2020,MDB,Covid,,,37,7,Malawi,Africa,411.5523404,1103.643616,Low income,Health,,"The World Bank approved today $7 million in immediate funding to support MalawiÕs response to the global COVID-19 (coronavirus) pandemic under a new Malawi COVID-19 Emergency Response and Health Systems Preparedness project. In addition to the new operation, $30 million has been made available from the Disaster Risk Management Development Policy Financing with a Catastrophe Deferred Drawdown Option (Cat-DDO) to strengthen the countryÕs response to the pandemic.",https://www.worldbank.org/en/news/press-release/2020/04/15/world-bank-approves-37-million-support-for-covid-19-response-in-malawi,,,,,,,
WB,4.15.2020,MDB,Covid,,,13.95,13.95,Niger,Africa,554.6009687,1269.601399,Low income,Health,,The Niger COVID-19 Emergency Response Project will support the governmentÕs plan by supporting rapid procurement of critical medication and equipment needed for treatment of coronavirus infections,https://www.worldbank.org/en/news/press-release/2020/04/15/niger-to-receive-13-95-million-for-covid-19-response,,,,,,,
WB,4.14.2020,MDB,Covid,,,5,5,Burundi,Africa,261.2474725,782.8165888,Low income,Health,,The project will provide immediate support to Burundi to prevent COVID-19 cases and restrain local transmission through containment strategies. It will also strengthen coordination and a referral medical laboratory network by training health personnel and providing equipment to laboratories at national and decentralized levels. It will also prepare and equip health facilities to treat patients and help develop efficient mechanisms for community-based disease surveillance and communication.,https://www.worldbank.org/en/news/press-release/2020/04/14/burundi-to-strengthen-national-health-system-and-preparedness-in-the-face-of-covid-19q,,,,,,,
WB,4.12.2020,MDB,Covid,,,20,20,Papua New Guinea,Asia/Oceania,2845.180186,4569.44618,Lower middle income,Health,,"The project development objective is to prevent, detect and respond to the threat posed by COVID-19 and strengthen national systems for public health preparedness in Papua New Guinea (PNG).",https://www.worldbank.org/en/news/press-release/2020/04/14/world-bank-commits-to-papua-new-guineas-fight-against-covid-19,,,,,,,
WB,4.10.2020,MDB,Covid,,,,0.738,Mongolia,Asia/Oceania,4295.235025,12819.94858,Lower middle income,Health,,"The European Union and the World Bank will reprioritize the use of EUR 680,000 within the Strengthening Governance in Mongolia Project, funded by the European Union, to support the GovernmentÕs efforts to respond to the COVID-19 (coronavirus) emergency and help mitigate its impact in the short and medium term.",https://www.worldbank.org/en/news/press-release/2020/04/10/the-european-union-and-the-world-bank-support-mongolias-efforts-to-address-covid-19-coronavirus-impact,,,,,,,
WB,4.10.2020,MDB,Covid,,,119,119,Honduras,Americas,2574.912191,5965.368819,Lower middle income,General,,The World Bank Executive Board approved a US$119 million credit for Honduras to allow the country to mobilize immediate financial resources to respond to the emergency caused by the COVID-19 (coronavirus) pandemic.,https://www.worldbank.org/en/news/press-release/2020/04/09/honduras-recibira-apoyo-por-us119-millones-del-banco-mundial-para-hacer-frente-a-la-covid-19-coronavirus-y-otras-emergencias,,,,,,,
WB,4.9.2020,MDB,Covid,,,500,500,Philippines,Asia/Oceania,3485.084218,9277.374369,Lower middle income,General,,"The development objective is to strengthen the policy and institutional capacity of the Government of the Philippines to reduce disaster risk, respond to and recover from natural disasters. The financing provided under this project will also support urgent needs created by the COVID-19 crisis.",https://www.worldbank.org/en/news/loans-credits/2020/04/09/philippines-third-disaster-risk-management-development-policy-loan,,,,,,,
WB,4.9.2020,MDB,Covid,,,25.8,25.8,Mali,Africa,890.7372855,2423.828765,Low income,Health,,"The World Bank has approved today a $25.8 million International Development Association (IDA)* 50 % grant and 50% credit to support MaliÕs response to Covid-19. The Covid-19 Emergency Response project will help improve access to health care services and promote an integrated response to Covid-19 through greater screening, detection and treatment of patients; as well as improved laboratory capacity and surveillance.",https://www.worldbank.org/en/news/press-release/2020/04/10/mali-to-receive-25-8-million-for-covid-19-response,,,,,,,
WB,4.9.2020,MDB,Covid,,,7.6,7.6,South Sudan,Africa,..,..,Low income,Health,,"In response to the Government of South Sudan request and to help the country better manage the COVID-19 pandemic and strengthen national systems for public health preparedness, the World Bank on April 6 activated the Contingent Emergency Response Implementation Plan(CERIP) under the Provision of Essential Health Services Project $ 7.6 million.",https://www.worldbank.org/en/news/press-release/2020/04/09/south-sudan-world-bank-provides-76-million-in-support-of-coronavirus-emergency-response,,,,,,,
